,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
8956,150843,"Braida, Grappa",Braida Giacomo Bologna Braida,Italy,Piemonte,Monferrato,,,Barbera,,,,,,,,,,,,Hard,Dessert,44,12~14,SWEET2,ACIDITY1,BODY4,TANNIN1,300000,2014,750
8957,150844,Chateau Haut Giron,Chateau Haut Gironslaur,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
8958,150845,Chateau Haut Lartigues,Chateau Haut LartiguesSlaur,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
8959,150846,Baron Brassonnier,Sarl Eurovins,France,Southwest France,Cotes de Duras,,,Merlot,Malbec,Cabernet Franc,,,,,,,,,,Red,Table,12.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2012,750
8960,150847,Chevalier Fondaudege,Sarl Eurovins,France,Southwest France,Cotes de Duras,,,Merlot,Malbec,Cabernet Franc,,,,,,,,,,Red,Table,12.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
8961,150848,Chateau Bellevue Cuvee Clos Bellevue,Chateau Bellevue,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,41000,2008,750
8962,150849,Prince Henry Brut,Sorevi,France,,,,,Airen,Colombard,Ugni​ blanc,,,,,,,,,,Sparkling,"Appetizer, Dessert",11,7~8,SWEET1,ACIDITY4,BODY2,TANNIN1,25000,0,750
8963,150850,Annika 59 Red,Wente Vineyards,USA,California,Alameda County,,,Syrah & Shiraz,Cabernet Sauvignon,Petite Sirah,Barbera,,,,,,,,,Red,Table,14.3,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,0,2009,750
8964,150851,"Plantagenet, Omrah Cabernet Merlot",Plantagenet Wines,Australia,Western Australia,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2010,750
8965,150852,Grand Veneur Reserve,Alain Jaume  Fils,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,Cinsault,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
8966,150853,Chateau Brown,Chateau Brown,France,Bordeaux,PessacLeognan,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2005,750
8967,150854,Chateau Desclau,Chateau Desclau,France,Bordeaux,Bordeaux Superieur,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,Petit Verdot,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,50000,2012,750
8968,150855,Chateau Jourdan,Chateau Jourdan,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2005,750
8969,150856,Vina Amigo White,Bodegas Luis Caride,Spain,Catalunya,,,,Airen,Garnacha Blanca,,,,,,,,,,,White,Table,11,7~9,SWEET2,ACIDITY4,BODY1,TANNIN1,0,0,750
8970,150857,"Murrieta's, Well Red 'The Spur'",Murrietas Well,USA,California,Alameda County,Livermore Valley,,Petite Sirah,Cabernet Sauvignon,Petit Verdot,Merlot,Cabernet Franc,Malbec,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,140000,2016,750
8971,150858,"Murrieta's, Well White 'The Whip'",Murrietas Well,USA,California,Alameda County,Livermore Valley,,Semillon,Chardonnay,Sauvignon blanc,Orange Muscat,Viognier,Gewurztraminer,Riesling,,,,,,White,Table,13~14,9~11,SWEET1,ACIDITY3,BODY3,TANNIN1,90000,2016,750
8972,150859,"Cavatina, Chianti Classico",Cavatina,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,Trebbiano,,,,,,,,,,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,45000,2015,750
8973,150860,"Fonte, Moscato Spumante",Fonte,Italy,Piemonte,,,,Moscato,,,,,,,,,,,,Sparkling,"Appetizer, Dessert",7~8,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,33000,0,750
8974,150861,"Rivani, Moscato",Rivani,Italy,Sicilia,,,,Moscato,,,,,,,,,,,,White,"Appetizer, Dessert",9.5,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,0,0,750
8975,150862,"Rivani, Moscato Rose",Rivani,Italy,Sicilia,,,,Moscato,,,,,,,,,,,,Rose,Table,9.5,6~8,SWEET4,ACIDITY1,BODY1,TANNIN1,27000,0,750
8976,150863,Chianti Colli Fiorentini 'IL CORTILE',Conte Ferdinando Guicciadini,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,Colorino,Cabernet Sauvignon,Merlot,,,,,,,,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,60000,2009,750
8977,150864,Morellino de Scansano  Reserva  'Massi de Mandorlaia',Conte Ferdinando Guicciadini,Italy,Toscana,,,,Sangiovese,Alicante Bouschet,Merlot,Cabernet Sauvignon,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2007,750
8978,150865,Castello di Poppiano Syrah,Conte Ferdinando Guicciadini,Italy,Toscana,,,,Syrah & Shiraz,Sangiovese,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2009,750
8979,150866,Ghost Pines Cabernet Sauvignon,Louis M Martini,USA,California,,,,Cabernet Sauvignon,Petite Sirah,Petit Verdot,Malbec,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,38900,2018,750
8980,150867,Ghost Pines Merlot,Louis M Martini,USA,California,,,,Merlot,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,24900,2015,750
8981,150868,Ghost Pines Chardonnay,Louis M Martini,USA,California,,,,Chardonnay,,,,,,,,,,,,White,Table,13~14,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,38900,2016,750
8982,150869,Ghost Pines Zinfandel,Louis M Martini,USA,California,,,,Zinfandel,Petite Sirah,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,24900,2015,750
8983,150870,"David Stone, Cabernet Sauvignon",David Stone,USA,California,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,9900,0,750
8984,150871,"David Stone, Merlot",David Stone,USA,California,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY2,TANNIN3,9900,0,750
8985,150872,"David Stone, Chardonnay",David Stone,USA,California,,,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,9900,0,750
8986,150873,"David Stone, Pinot Noir",David Stone,USA,California,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,9900,0,750
8987,150874,Refresh Turning Leaf Red Moscato,Turning Leaf,USA,California,,,,Moscato,,,,,,,,,,,,Red,Dessert,,,SWEET3,ACIDITY2,BODY2,TANNIN2,0,2011,750
8988,150875,Refresh Turning Leaf Moscato,Turning Leaf,USA,California,,,,Moscato,,,,,,,,,,,,White,"Table, Dessert",,,SWEET4,ACIDITY2,BODY2,TANNIN1,0,2011,750
8989,150876,Refresh Turning Leaf Crisp White,Turning Leaf,USA,California,,,,Blend,,,,,,,,,,,,White,"Appetizer, Table",,,SWEET3,ACIDITY3,BODY3,TANNIN1,0,2011,750
8990,150877,Mirassou Cabernet Sauvignon,Mirassou,USA,California,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,40000,2010,750
8991,150878,Mirassou Moscato,Mirassou,USA,California,,,,Moscato,,,,,,,,,,,,White,"Table, Dessert",,,SWEET4,ACIDITY2,BODY3,TANNIN1,40000,2011,750
8992,150879,Mirassou Chardonnay,Mirassou,USA,California,,,,Chardonnay,,,,,,,,,,,,White,Table,,,SWEET2,ACIDITY3,BODY3,TANNIN1,40000,2011,750
8993,150880,Mirassou Pinot Noir,Mirassou,USA,California,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET2,ACIDITY4,BODY3,TANNIN2,40000,2011,750
8994,150881,Barefoot Cabernet Sauvignon,Barefoot,USA,California,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12.5~13.5,15~17,SWEET2,ACIDITY3,BODY3,TANNIN3,0,0,750
8995,150883,Barefoot Sweet Red,Barefoot,USA,California,,,,Blend,,,,,,,,,,,,Red,Table,10~11,11~13,SWEET4,ACIDITY1,BODY2,TANNIN2,0,0,750
8996,150885,OTU  Sauvignon Blanc,Otuwhero Estates,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,Table,13,9~11,SWEET1,ACIDITY5,BODY4,TANNIN1,0,2011,750
8997,150886,"Ricossa, Gavi ",Ricossa,Italy,Piemonte,Gavi,,,Cortese,,,,,,,,,,,,White,Table,12~13,10~12,SWEET1,ACIDITY3,BODY1,TANNIN1,67500,2014,750
8998,150887,Ricossa Malvasia di Casorzo,Ricossa,Italy,Piemonte,,,,Malvasia,,,,,,,,,,,,Rose,Dessert,5.5,9~11,SWEET4,ACIDITY2,BODY2,TANNIN1,0,2011,750
8999,150889,"Vesevo, Taurasi",Vesevo,Italy,Campania,,,,Aglianico,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET2,ACIDITY2,BODY5,TANNIN4,163000,2011,750
9000,150890,"Ricossa, Moscato d'Asti  ",Ricossa,Italy,Piemonte,Asti,,,Moscato,,,,,,,,,,,,White,Dessert,5~6,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,37500,2015,750
9001,150891,"Ricossa, Barolo Riserva ",Ricossa,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,0,750
9002,150892,"Ricossa, Barolo",MGM Mondo del Vino,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,0,750
9003,150893,"Ricossa, Barbaresco ",Ricossa,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,110000,2011,750
9004,150894,"Ricossa, Barbaresco Riserva ",Ricossa,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,0,750
9005,150895,"Ricossa, Barbera d’Asti",Ricossa,Italy,Piemonte,Asti,,,Barbera,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,55000,2013,750
9006,150896,"Ricossa, Barbera d'Asti Superiore",Ricossa,Italy,Piemonte,Monferrato,,,Barbera,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,0,750
9007,150897,Itynera Montepulciano d’Abruzzo,Itinera,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2010,750
9008,150898,Itinera Cabernet sauvignon Nero d'Avola,MGM Mondo del Vino,Italy,Sicilia,,,,Cabernet Sauvignon,Nero d'Avola,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
9009,150899,Itynera syrah Sicily,Itinera,Italy,Sicilia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
9010,150900,Itinera Prosecco,MGM Mondo del Vino,Italy,Puglia,,,,Glera,,,,,,,,,,,,Sparkling,"Appetizer, Table",11~12,6~8,SWEET1,ACIDITY4,BODY2,TANNIN1,0,0,750
9011,150901,Itinera Primitivo Salento,MGM Mondo del Vino,Italy,Puglia,,,,Primitivo,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY2,BODY4,TANNIN4,0,0,750
9012,150902,Soprasasso Valpolicella Ripasso,MGM Mondo del Vino,Italy,Veneto,,,,Corvina,Corvinone,Rondinella,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,0,750
9013,150903,Soprasasso Amarone,MGM Mondo del Vino,Italy,Veneto,,,,Corvina,Corvinone,Rondinella,Molinara,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,0,0,750
9014,150904,Tinajas Reserva Cabernet Sauvignon,Vina Tinajas,Chile,Maule Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2011,750
9015,150905,Tinajas Carmenere,Vina Tinajas,Chile,Maule Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,13,15~17,SWEET2,ACIDITY3,BODY3,TANNIN3,0,2011,750
9016,150906,Tinajas Sauvignon Blanc,Vina Tinajas,Chile,Maule Valley,,,,Sauvignon blanc,,,,,,,,,,,,White,Table,13,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,0,0,750
9017,150907,Simply Cabernet Sauvignon,Tesco Group Tesco Simply Wine,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET2,ACIDITY4,BODY3,TANNIN2,9900,0,750
9018,150908,Simply Chilean Sauvignon Blanc,Tesco Group Tesco Simply Wine,Chile,Central Valley,,,,Sauvignon blanc,,,,,,,,,,,,White,"Appetizer, Table",12.5,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,9900,0,750
9019,150909,Simply Australian Shiraz,Tesco Group Tesco Simply Wine,Australia,South Eastern Australia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,9900,0,750
9020,150910,Simply Australian Chardonnay,Tesco Group Tesco Simply Wine,Australia,South Eastern Australia,,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",12.5,9~11,SWEET2,ACIDITY3,BODY2,TANNIN1,9900,0,750
9021,150911,Simply Zinfandel,Tesco Group Tesco Simply Wine,USA,Washington State,,,,Zinfandel,,,,,,,,,,,,Red,Table,13,14~16,SWEET3,ACIDITY4,BODY2,TANNIN4,9900,0,750
9022,150912,Simply Californian Chardonnay,Tesco Group Tesco Simply Wine,USA,California,,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13,8~10,SWEET2,ACIDITY3,BODY2,TANNIN1,9900,0,750
9023,150913,Simply Zinfandel Rose,Tesco Group Tesco Simply Wine,USA,California,,,,Zinfandel,,,,,,,,,,,,Rose,"Table, Dessert",10.5,11~13,SWEET3,ACIDITY3,BODY2,TANNIN1,9900,0,750
9024,150914,Simply  Cote du Rhone,Tesco Group Tesco Simply Wine,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,,,,,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,9900,0,750
9025,150915,Simply Chianti,Tesco Group Tesco Simply Wine,Italy,Toscana,Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,9900,0,750
9026,150916,Simply Claret,Tesco Group Tesco Simply Wine,France,Bordeaux,,,,Cabernet Franc,Merlot,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY2,TANNIN2,9900,0,750
9027,150917,Simply Soave Classico,Tesco Group Tesco Simply Wine,Italy,Veneto,,,,Garganega,,,,,,,,,,,,White,"Appetizer, Table",12,10~12,SWEET2,ACIDITY4,BODY2,TANNIN1,9900,0,750
9028,150918,Finest Central Otago Pinot Noir,Tesco Finest,New Zealand,South Island,Central Otago,,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY5,BODY2,TANNIN3,49000,2011,750
9029,150919,Finest Stellenbosch Shiraz,Tesco Finest,the Republic of South Africa,Coastal Region,Stellenbosch,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14,15~17,SWEET2,ACIDITY4,BODY4,TANNIN4,32000,0,750
9030,150920,Finest Chateau le Barrail Medoc,Tesco Finest,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,29000,2010,750
9031,150921,Finest Montepulciano d'Abruzzo,Tesco Finest,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,21000,2011,750
9032,150922,Finest Chablis Premier Cru,Tesco Finest,France,Bourgogne,Chablis,,,Chardonnay,,,,,,,,,,,,White,Table,12.5,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,49000,2009,750
9033,150923,"Ohau Wines, Woven Stone Sauvignon Blanc",Ohau Wines,New Zealand,North Island,Ohau,,,Sauvignon blanc,,,,,,,,,,,,White,Table,12,8~10,SWEET1,ACIDITY3,BODY3,TANNIN1,69000,2018,750
9034,150924,"Ohau Wines, Woven Stone Pinot Gris",Ohau Wines,New Zealand,North Island,,,,Pinot Gris,,,,,,,,,,,,White,Table,13,10~12,SWEET2,ACIDITY3,BODY3,TANNIN1,0,2017,750
9035,150925,Avant Chardonnay,KendallJackson,USA,California,,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13.5,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,32000,2012,750
9036,150926,Avant  Cabernet Sauvignon,KendallJackson,USA,California,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,32000,2011,750
9037,150927,"Cantina Colli Euganei, Manzoni Moscato ",Cantina Colli Euganei,Italy,Veneto,,,,Manzoni Moscato,,,,,,,,,,,,Sparkling,"Appetizer, Dessert",6,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,34000,2014,750
9038,150929,Domaine Tour Saint Michel Cuvee du Lion,Domaine Tour Saint Michel,France,Rhone,ChateauneufduPape,,,Grenache,Syrah & Shiraz,mourvedre,,,,,,,,,,Red,Table,15,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,129000,2012,750
9039,150930,"Romain Duvernay, Cotes Du Rhone Blanc      ",Romain Duvernay,France,Rhone,Cotes du Rhone,,,Rousaanne,Viognier,,,,,,,,,,,White,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN1,43000,2017,750
9040,150931,"Romain Duvernay, Cotes Du Rhone Rouge     ",Romain Duvernay,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,43000,2017,750
9041,150932,"Romain Duvernay, Cotes Du Rhone Vieilles Vignes ",Romain Duvernay,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY4,TANNIN4,68000,2016,750
9042,150933,"Romain Duvernay, Cotes Du Rhone Organic",Romain Duvernay,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,Carignan,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2010,750
9043,150934,"Romain Duvernay, Cotes Du Rhone Villages Plan De Dieu",Romain Duvernay,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,50000,2011,750
9044,150935,"Romain Duvernay, Vacqueyras",Romain Duvernay,France,Rhone,Vacqueyras,,,Grenache,Syrah & Shiraz,mourvedre,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,72000,2011,750
9045,150936,"Romain Duvernay, Crozes Hermitage",Romain Duvernay,France,Rhone,CrozesHermitage,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,70000,2010,750
9046,150937,"Romain Duvernay, Hermitage",Romain Duvernay,France,Rhone,Hermitage,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,143000,2009,750
9047,150938,"Romain Duvernay, Condrieu     ",Romain Duvernay,France,Rhone,Condrieu,,,Viognier,,,,,,,,,,,,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,132000,2010,750
9048,150939,"Grgich Hills, Napa Valley Cabernet Sauvignon ",Grgich Hills Estate,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petit Verdot,Cabernet Franc,Merlot,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,210000,2016,750
9049,150940,"Grgich Hills, Napa Valley Chardonnay ",Grgich Hills Estate,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,,,,,,,White,Table,14.4,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,135000,2018,750
9050,150941,"Joseph Perrier, Cuvee Royal Demi Sec ",Joseph Perrier,France,Champagne,,,,Chardonnay,Pinot Noir,Pinot Meunier,,,,,,,,,,Sparkling,"Appetizer, Dessert",12,8~10,SWEET3,ACIDITY3,BODY3,TANNIN1,150000,0,750
9051,150942,"Joseph Perrier, Cuvee Royal Rose ",Joseph Perrier,France,Champagne,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,"Appetizer, Table",12,8~10,SWEET2,ACIDITY4,BODY4,TANNIN1,183000,0,750
9052,150943,Kir Royal,Lajay Lagoute,France,Southwest France,,,,Chardonnay,Black Currant,,,,,,,,,,,Sparkling,Appetizer,12,6~8,SWEET4,ACIDITY3,BODY3,TANNIN1,60000,0,750
9053,150944,Aimery Cremant de Limoux,Sieur dArques,France,Southern France,Languedoc Roussillon,Limoux,,Chardonnay,Chenin Blanc,Mauzac,,,,,,,,,,Sparkling,Appetizer,12,7~9,SWEET1,ACIDITY4,BODY3,TANNIN1,43000,2010,750
9054,150945,Aimery  Blanquette de Limoux Demi Sec,Sieur dArques,France,Southern France,Languedoc Roussillon,Limoux,,Mauzac,Chenin Blanc,Chardonnay,,,,,,,,,,Sparkling,"Appetizer, Dessert",12,7~9,SWEET3,ACIDITY2,BODY3,TANNIN1,43000,0,750
9055,150946,Aimery Blanquette Methode Ancestrale Sweet,Sieur dArques,France,Southern France,Languedoc Roussillon,,,Mauzac,,,,,,,,,,,,Sparkling,Dessert,6,7~9,SWEET5,ACIDITY1,BODY3,TANNIN1,40000,0,750
9056,150947,Ter Vinum Rosso,Foffani,Italy,Friuli Venezia Giulia,,,,Merlot,Refosco dal Peduncolo,Cabernet Sauvignon,,,,,,,,,,Red,Table,12.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,37000,2006,750
9057,150948,Ter Vinum Merlot Bianco,Foffani,Italy,Friuli Venezia Giulia,,,,Merlot,,,,,,,,,,,,White,Table,13,10~12,SWEET2,ACIDITY3,BODY2,TANNIN1,37000,2013,750
9058,150949,Beso de Vino Old Vine Garnacha,S A Grandes Vino Vinedos S A,Spain,Carinena,,,,Garnacha,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,22000,2011,750
9059,150950,Beso de Vino Seleccion,S A Grandes Vino Vinedos S A,Spain,Carinena,,,,Syrah & Shiraz,Garnacha,,,,,,,,,,,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,22000,2011,750
9060,150951,"Cevico, Tavino Vino Rosso",Cevico,Italy,,,,,Sangiovese,Merlot,Fortana,,,,,,,,,,Red,Table,11~12,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,9000,0,750
9061,150952,"Cevico, Romance",Cevico,Italy,,,,,Sangiovese,,,,,,,,,,,,Red,Dessert,14~15,14~16,SWEET4,ACIDITY3,BODY2,TANNIN2,19800,0,750
9062,150953,"Cevico, Galassi Sangiovese di Romagna Superiore",Cevico,Italy,EmiliaRomagna,,,,Sangiovese,,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,37000,2012,750
9063,150954,"Cevico, Volli Spumante Extra Dry",Cevico,Italy,,,,,Trebbiano,,,,,,,,,,,,Sparkling,"Appetizer, Table",10~11,7~9,SWEET1,ACIDITY2,BODY4,TANNIN1,37000,0,750
9064,150955,"Santa Helena, Vernus Blend ",Santa Helena Vina Santa Helena,Chile,Maipo Valley,,,,Cabernet Sauvignon,Syrah & Shiraz,Carmenere,Petit Verdot,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,60000,2013,750
9065,150956,"Santa Helena, Vernus Cabernet Sauvignon",Santa Helena Vina Santa Helena,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,Syrah & Shiraz,Petit Verdot,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,50000,2013,750
9066,150957,"Santa Helena, Vernus Syrah",Santa Helena Vina Santa Helena,Chile,Aconcagua,Aconcagua Valley,,,Syrah & Shiraz,Petit Verdot,,,,,,,,,,,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,55000,2012,750
9067,150958,"Tedeschi, Lucchine Valpolicella",Tedeschi,Italy,Veneto,Valpolicella,,,Corvina,Molinara,Corvinone,Rondinella,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2011,750
9068,150959,"Tedeschi, Amarone della Valpolicella Classico",Tedeschi,Italy,Veneto,Valpolicella,,,Corvina,Corvinone,Rondinella,Etc,,,,,,,,,Red,Table,,,SWEET2,ACIDITY3,BODY5,TANNIN3,0,2008,750
9069,150960,"Tedeschi, Capitel Nicalo Appassimento Valpolicella Superiore",Tedeschi,Italy,Veneto,Valpolicella,,,Corvina,Corvinone,Rondinella,Etc,,,,,,,,,Red,Table,,,SWEET1,ACIDITY2,BODY4,TANNIN3,0,2014,750
9070,150961,"Tedeschi, Capitel Monte Olmi Amarone della Valpolicella Classico Riserva  ",Tedeschi,Italy,Veneto,Valpolicella,,,Corvina,Corvinone,Rondinella,Etc,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,337000,2013,750
9071,150962,"Tedeschi, Capitel San Rocco Valpolicella Ripasso Superiore",Tedeschi,Italy,Veneto,Valpolicella,,,Corvina,Corvinone,Rondinella,Etc,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,108000,2017,750
9072,150963,"Tedeschi, Corasco Appassimento",Tedeschi,Italy,Veneto,,,,Corvina,Refosco,Raboso,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY2,BODY4,TANNIN3,0,2009,750
