fixed acidity	volatile acidity	citric acid	residual sugar
7.8	0.22	0.36	1.4
7.4	0.35	0.31	17.95
6.6	0.37	0.24	2
6.7	0.37	0.41	6.3
7.1	0.37	0.32	1.4
6.9	0.25	0.27	9.05
6.8	0.23	0.29	15.4
6.4	0.26	0.21	7.1
7.6	0.3	0.22	10.2
9.4	0.16	0.23	1.6
6.8	0.23	0.29	15.4
6.4	0.26	0.21	7.1
7.6	0.3	0.22	10.2
7.5	0.33	0.39	12.4
7.6	0.38	0.2	3.4
8.8	0.2	0.43	15
7.5	0.33	0.39	12.4
8.8	0.2	0.43	15
6.6	0.36	0.21	1.5
7.6	0.38	0.2	3.4
5.6	0.46	0.24	4.8
7.2	0.15	0.38	1.2
8.2	0.42	0.29	4.1
6.8	0.3	0.35	2.8
6.7	0.27	0.3	13.9
7.2	0.5	0	0.8
6	0.26	0.29	1
6.8	0.33	0.28	1.2
6.8	0.3	0.35	2.8
7.4	0.29	0.31	1.7
8.2	0.42	0.29	4.1
7.3	0.19	0.24	6.3
6.5	0.32	0.12	11.5
7.1	0.32	0.4	1.5
6.5	0.32	0.12	11.5
7.3	0.19	0.24	6.3
7.3	0.17	0.23	6.3
7.7	0.44	0.24	11.2
7.7	0.44	0.24	11.2
7.4	0.49	0.24	15.1
7.7	0.44	0.24	11.2
7.4	0.49	0.24	15.1
6.4	0.21	0.3	5.6
8	0.55	0.42	12.6
7	0.19	0.23	5.7
7.2	0.24	0.29	2.2
6.5	0.34	0.36	11
7	0.19	0.23	5.7
6.9	0.18	0.33	1
7.2	0.24	0.29	2.2
8.2	0.18	0.31	11.8
8.3	0.28	0.45	7.8
6.1	0.34	0.46	4.7
7.4	0.44	0.2	11.5
7.6	0.26	0.58	7.9
7.4	0.44	0.2	11.5
8.7	0.49	0.57	17.8
7	0.24	0.25	1.7
7.1	0.25	0.25	1.6
6.1	0.34	0.46	4.7
6.4	0.18	0.31	1.6
8.3	0.27	0.39	2.4
6.8	0.24	0.35	6.4
8	0.22	0.28	14
10	0.91	0.42	1.6
8.9	0.34	0.34	1.6
8.9	0.33	0.34	1.4
8	0.22	0.28	14
6.7	0.18	0.19	4.7
7.8	0.2	0.28	10.2
7.3	0.13	0.31	2.3
6.6	0.28	0.3	7.8
7.1	0.25	0.3	2.4
7.6	0.36	0.44	8.3
7.6	0.27	0.25	13.9
6.9	0.37	0.28	13.8
7.4	0.21	0.27	7.3
8.2	0.18	0.28	8.5
6.3	0.19	0.21	1.8
7	0.21	0.22	5.1
5.8	0.33	0.2	16.05
5.8	0.33	0.2	16.05
7.9	0.29	0.31	7.35
6.6	0.31	0.38	16.05
8	0.19	0.3	2
8	0.2	0.36	1.2
8	0.25	0.26	14
7.2	0.2	0.61	16.2
7.7	0.3	0.42	14.3
7.2	0.2	0.61	16.2
7.7	0.3	0.42	14.3
7.7	0.3	0.42	14.3
6.4	0.22	0.32	7.9
7.2	0.2	0.61	16.2
7	0.53	0.02	1
7.3	0.24	0.41	13.6
7.2	0.24	0.4	17.85
7.6	0.15	0.4	1.3
7.7	0.3	0.42	14.3
7.6	0.33	0.41	13.7
6.8	0.24	0.31	18.3
6.8	0.24	0.31	18.3
6.8	0.35	0.44	6.5
7.9	0.26	0.33	10.3
7.5	0.29	0.67	8.1
7.5	0.29	0.67	8.1
7.2	0.31	0.41	8.6
6.7	0.44	0.31	1.9
10	0.23	0.27	14.1
7.4	0.21	0.3	7.9
8.8	0.23	0.35	10.7
7.8	0.34	0.27	1.2
7.9	0.26	0.33	10.3
7.5	0.29	0.67	8.1
6	0.28	0.35	1.9
7.9	0.37	0.3	2.7
7.2	0.36	0.36	5.7
7.6	0.13	0.34	9.3
6.6	0.25	0.36	8.1
7.1	0.18	0.26	1.3
7.9	0.3	0.27	8.5
8.3	0.23	0.3	2.1
6.8	0.43	0.3	3.5
7.2	0.36	0.36	5.7
6.6	0.25	0.36	8.1
7.1	0.18	0.26	1.3
6.6	0.35	0.29	14.4
7.3	0.22	0.5	13.7
8.1	0.26	0.33	11.1
7.6	0.13	0.34	9.3
7	0.12	0.19	4.9
8.2	0.37	0.27	1.7
7.6	0.26	0.36	1.6
6.3	0.2	0.58	1.4
6.3	0.22	0.57	1.4
7.1	0.25	0.28	1.6
7	0.27	0.32	6.8
8.8	0.34	0.33	9.7
9.2	0.27	0.34	10.5
7.1	0.49	0.22	2
9.2	0.71	0.23	6.2
7.2	0.47	0.65	8.3
6.8	0.28	0.36	1.6
8.8	0.34	0.33	9.7
9.2	0.27	0.34	10.5
7.3	0.13	0.27	4.6
7.2	0.16	0.35	1.2
6.8	0.31	0.32	7.6
8.3	0.36	0.57	15
6.8	0.31	0.32	7.6
8.3	0.36	0.57	15
6.3	0.25	0.44	11.6
6	0.45	0.42	1.1
8.1	0.26	0.3	7.8
6.4	0.22	0.32	12
5.7	0.45	0.42	1.1
7.2	0.19	0.31	1.4
6.7	0.31	0.44	6.7
8	0.25	0.13	17.2
9.9	1.005	0.46	1.4
8.1	0.31	0.36	8.2
8.1	0.24	0.38	4.3
8	0.25	0.13	17.2
6.4	0.29	0.28	11.1
7.2	0.15	0.33	1.1
7	0.12	0.32	7.2
7.4	0.32	0.55	16.6
8.5	0.17	0.31	1
8.5	0.17	0.31	1
9.5	0.21	0.47	1.3
8.2	0.21	0.48	1.4
7.4	0.32	0.55	16.6
6.8	0.31	0.42	6.9
6.8	0.27	0.28	13.3
7.4	0.21	0.3	8.1
8	0.23	0.35	9.2
7.6	0.2	0.31	1.4
6.3	0.41	0.3	3.2
8.3	0.49	0.43	2.5
6.3	0.41	0.3	3.2
7.6	0.2	0.26	4.5
7.5	0.26	0.26	18.35
7.5	0.26	0.26	18.35
6.8	0.27	0.35	7.8
6.8	0.28	0.37	7
8.4	0.2	0.27	6.3
7.9	0.33	0.26	1.2
7.5	0.38	0.5	12.8
7.6	0.2	0.3	14.2
7.6	0.2	0.3	14.2
7.6	0.2	0.3	14.2
7.6	0.2	0.3	14.2
7.6	0.2	0.3	14.2
8.1	0.19	0.58	16.65
7.6	0.16	0.41	1.9
8.1	0.22	0.28	7.7
8	0.22	0.32	10.4
7.1	0.33	0.3	3.3
6.4	0.43	0.27	1.1
7.6	0.2	0.3	14.2
7	0.12	0.28	6.3
7.4	0.3	0.22	5.25
7	0.28	0.33	14.6
8.4	0.2	0.38	11.8
7	0.28	0.33	14.6
8.4	0.2	0.38	11.8
8.4	0.2	0.38	11.8
7.3	0.18	0.31	17.3
6.8	0.31	0.09	1.4
6.7	0.31	0.08	1.3
7.6	0.17	0.35	1.6
7.4	0.3	0.22	5.25
7.4	0.26	0.31	2.4
7	0.28	0.33	14.6
8.4	0.2	0.38	11.8
5.6	0.18	0.31	1.5
7.2	0.15	0.39	1.8
8	0.4	0.33	7.7
7	0.25	0.56	2
7.2	0.15	0.39	1.8
6.8	0.18	0.46	1.4
6.6	0.32	0.22	16.7
9	0.55	0.3	8.1
6.9	0.19	0.39	8
6.3	0.41	0.33	4.7
9	0.55	0.3	8.1
7	0.2	0.34	2.1
6.6	0.32	0.22	16.7
7.7	0.26	0.34	6.4
6.3	0.21	0.28	1.5
7.6	0.34	0.39	7.6
6.3	0.21	0.28	1.5
8	0.43	0.4	12.4
7.5	0.3	0.71	1.3
6.4	0.26	0.4	1.7
6.9	0.32	0.15	8.1
8.9	0.21	0.34	7.1
7.6	0.34	0.39	7.6
9.5	0.42	0.41	2.3
7.6	0.29	0.26	6.5
6.5	0.25	0.2	1.4
7.2	0.23	0.33	12.7
7.9	0.35	0.36	1.6
8.8	0.2	0.28	1.1
5.7	0.27	0.32	1.2
7.6	0.29	0.26	6.5
5.5	0.14	0.27	4.6
8.7	0.24	0.35	0.6
6.7	0.3	0.45	10.6
5.5	0.14	0.27	4.6
5.6	0.13	0.27	4.8
7.4	0.18	0.34	2.7
5.7	0.385	0.04	12.6
8.7	0.24	0.35	0.6
8.3	0.33	0.43	9.2
6.8	0.34	0.44	6.6
6.8	0.33	0.44	7
6.3	0.28	0.24	8.45
11.8	0.23	0.38	11.1
6.8	0.21	0.27	18.15
6.8	0.21	0.27	18.15
8.6	0.485	0.29	4.1
8.6	0.485	0.29	4.1
7.3	0.29	0.29	4.6
6.8	0.21	0.27	18.15
6.7	0.31	0.31	4.9
7.3	0.29	0.37	8.3
5.7	0.46	0.46	1.4
6.8	0.28	0.44	11.5
6.7	0.23	0.33	1.8
6.9	0.17	0.25	1.6
7.6	0.18	0.36	2.4
6.6	0.22	0.28	4.9
7.8	0.27	0.28	1.8
7.7	0.28	0.29	4.3
7.6	0.29	0.29	4.4
5.7	0.32	0.18	1.4
7.1	0.33	0.25	1.6
7.3	0.34	0.3	1.3
6.5	0.19	0.26	5.2
6.6	0.23	0.27	5.6
6.6	0.27	0.29	5.3
6.6	0.22	0.28	4.9
7.6	0.18	0.36	2.4
6.8	0.36	0.32	1.6
7	0.22	0.39	2.1
5.9	0.17	0.3	1.4
7.4	0.45	0.32	7.1
6.8	0.36	0.32	1.6
7.5	0.42	0.14	10.7
7.5	0.33	0.32	11.1
9.4	0.3	0.32	10.7
7.9	0.17	0.32	1.6
7.9	0.17	0.32	1.6
8.2	0.17	0.32	1.5
8.3	0.17	0.31	1.5
8.7	0.15	0.3	1.6
7.9	0.17	0.32	1.6
7.2	0.25	0.19	8
7.2	0.24	0.19	7.7
5.3	0.76	0.03	2.7
6.6	0.22	0.53	15.1
6.6	0.22	0.53	15.1
8.4	0.28	0.4	8.9
6.8	0.32	0.34	6
6.7	0.24	0.33	12.3
7.4	0.18	0.36	13.1
6	0.16	0.3	6.7
6.7	0.24	0.33	12.3
6.8	0.28	0.35	2.3
6.2	0.34	0.3	11.1
6	0.27	0.15	1.5
6	0.16	0.3	6.7
6.8	0.32	0.34	6
8.5	0.24	0.47	15.2
8.1	0.24	0.33	10.2
7.4	0.18	0.36	13.1
7.7	0.23	0.31	10.7
6.5	0.22	0.25	17.1
6.5	0.22	0.25	17.1
6.5	0.22	0.25	17.1
5.7	0.33	0.15	1.9
7.7	0.23	0.31	10.7
6.5	0.22	0.25	17.1
6.8	0.2	0.27	1.2
7.7	0.26	0.32	1.2
6.4	0.2	0.32	3.1
8	0.16	0.36	1.5
6.8	0.25	0.27	10.7
7.7	0.39	0.28	4.9
6.9	0.26	0.33	12.6
6.8	0.25	0.27	10.7
7.7	0.39	0.28	4.9
6	0.28	0.22	12.15
6.5	0.43	0.28	12
9.1	0.33	0.38	1.7
5.9	0.5	0.05	2.6
6.8	0.28	0.39	1.4
7	0.35	0.24	1.9
7.1	0.22	0.32	16.9
7.1	0.22	0.32	16.9
8.3	0.24	0.27	2.1
6.8	0.26	0.32	7
7.2	0.16	0.26	7.1
7.9	0.18	0.36	5.9
7.2	0.16	0.26	7.1
5.5	0.24	0.32	8.7
7.1	0.33	0.64	13.2
7.7	0.28	0.35	15.3
7.7	0.28	0.35	15.3
7.5	0.26	0.52	13.2
6.5	0.14	0.32	2.7
8.2	0.21	0.32	10.65
7.2	0.2	0.31	10
7.2	0.115	0.3	6.8
6.4	0.29	0.2	15.6
7.1	0.33	0.64	13.2
6.8	0.24	0.34	5.1
7	0.24	0.34	3
7.7	0.28	0.35	15.3
7	0.22	0.33	2.1
7.5	0.18	0.39	1.9
9.8	0.93	0.45	8.6
7.8	0.29	0.33	8.75
7.9	0.28	0.32	3.6
8.5	0.25	0.27	4.7
7.4	0.18	0.27	1.3
6.3	0.24	0.37	1.8
6	0.33	0.38	9.7
6.8	0.37	0.28	4
9.9	0.49	0.23	2.4
8.5	0.25	0.27	4.7
8.4	0.22	0.28	18.8
7	0.35	0.31	1.8
7	0.35	0.31	1.8
7.4	0.19	0.3	12.8
7.4	0.19	0.3	12.8
7.4	0.19	0.3	12.8
7.4	0.19	0.3	12.8
7.4	0.19	0.3	12.8
6.9	0.32	0.13	7.8
7.6	0.32	0.58	16.75
7.4	0.19	0.3	12.8
7.4	0.19	0.3	12.8
6.9	0.32	0.13	7.8
6	0.34	0.24	5.4
7.6	0.32	0.58	16.75
7.7	0.24	0.31	1.3
8	0.36	0.43	10.1
7.4	0.29	0.25	3.8
6.6	0.32	0.27	10.9
6.3	0.3	0.24	6.6
6.4	0.33	0.24	9.8
7.5	0.18	0.31	11.7
6.5	0.39	0.81	1.2
6.8	0.25	0.18	1.4
6.4	0.18	0.32	9.6
7.1	0.18	0.32	12.2
7.6	0.27	0.42	2.6
9.2	0.23	0.35	10.7
7.9	0.28	0.41	4.9
7.1	0.18	0.32	12.2
6.4	0.18	0.32	9.6
6.8	0.25	0.18	1.4
7	0.22	0.26	1.1
7.3	0.18	0.29	1
7.1	0.26	0.19	8.2
6.6	0.25	0.42	11.3
6.4	0.24	0.23	7.3
6	0.28	0.27	2.3
7.1	0.26	0.19	8.2
7.8	0.24	0.38	2.1
7.6	0.27	0.33	2
7.7	0.39	0.34	10
8.9	0.24	0.33	15.75
6.6	0.23	0.24	3.9
7.1	0.26	0.3	2
7	0.32	0.35	1.5
7.4	0.24	0.26	1.6
6.9	0.21	0.33	1.4
7	0.32	0.35	1.5
7.4	0.17	0.29	1.4
7.1	0.26	0.3	2
8.5	0.28	0.34	13.8
7.8	0.3	0.37	1.3
8.1	0.25	0.38	3.8
7.7	0.28	0.29	6.9
6.5	0.24	0.36	2.2
7	0.22	0.32	1.6
8.5	0.28	0.34	13.8
8	0.45	0.28	10.8
6.9	0.23	0.33	12.8
8	0.45	0.28	10.8
7.6	0.23	0.26	15.3
7.7	0.28	0.58	12.1
7.7	0.27	0.61	12
7.1	0.2	0.36	11.6
6.9	0.25	0.35	9.2
7.1	0.2	0.36	11.6
6.9	0.25	0.35	9.2
8.4	0.2	0.31	2.8
6.5	0.39	0.35	1.6
7.2	0.23	0.38	6.1
6.9	0.44	0.42	8.5
7.1	0.28	0.19	7.8
6.4	0.34	0.2	14.9
6.1	0.15	0.29	6.2
6.9	0.44	0.42	8.5
7.2	0.29	0.18	8.2
7.1	0.28	0.19	7.8
6.1	0.23	0.45	10.6
6.7	0.23	0.42	11.2
7	0.36	0.14	11.6
7.5	0.31	0.24	7.1
6.4	0.34	0.2	14.9
6.1	0.15	0.29	6.2
7.4	0.2	0.29	1.7
6.3	0.27	0.18	7.7
9.2	0.34	0.54	17.3
7.4	0.18	0.29	1.4
7.2	0.29	0.2	7.7
6.3	0.27	0.18	7.7
6.2	0.26	0.19	3.4
7.3	0.21	0.21	1.6
7.1	0.14	0.35	1.4
7.2	0.39	0.54	1.4
7.6	0.48	0.28	10.4
7.2	0.39	0.54	1.4
7.6	0.48	0.28	10.4
6.5	0.36	0.31	4.1
8.5	0.25	0.31	2.8
6.9	0.3	0.21	15.7
6.6	0.19	0.43	10.9
6.9	0.3	0.21	15.7
9.4	0.42	0.32	6.5
6.6	0.19	0.43	10.9
6.3	0.2	0.3	5.9
8.5	0.19	0.56	17.3
7.3	0.19	0.25	1.4
6.7	0.25	0.26	13.5
6.2	0.25	0.28	8.5
6.1	0.46	0.32	6.2
7.3	0.19	0.25	1.4
7.5	0.29	0.26	14.95
6.7	0.31	0.18	7.7
7.4	0.14	0.3	1.3
6.7	0.31	0.18	7.7
7.1	0.4	0.52	1.3
6.4	0.16	0.25	1.3
6.3	0.16	0.22	1.3
7.4	0.33	0.26	15.6
7.4	0.33	0.26	15.6
7.4	0.33	0.26	15.6
7.4	0.33	0.26	15.6
6.6	0.41	0.24	4.9
6.7	0.43	0.23	5
7.4	0.33	0.26	15.6
7.3	0.4	0.28	6.5
7.4	0.18	0.24	1.4
8.6	0.17	0.28	2.7
6.5	0.32	0.23	1.2
7.3	0.4	0.28	6.5
7	0.32	0.31	6.4
7.5	0.42	0.19	6.9
6.9	0.28	0.31	7.2
6.5	0.29	0.42	10.6
6.3	0.41	0.18	3.5
7	0.32	0.31	6.4
7.3	0.3	0.33	2.3
6.6	0.22	0.28	12.05
6	0.26	0.18	7
6.9	0.44	0.18	11.8
7.5	0.42	0.2	1.4
7	0.36	0.3	5
5.6	0.295	0.2	2.2
6.8	0.21	0.55	14.6
9.4	0.28	0.3	1.6
8.1	0.28	0.34	1.3
6.8	0.21	0.55	14.6
7	0.22	0.26	2.8
9.4	0.28	0.3	1.6
6.8	0.32	0.3	3.3
7	0.19	0.33	6.3
7.7	0.42	0.38	8.1
7.4	0.2	0.31	1.6
7.5	0.24	0.62	10.6
7.5	0.26	0.59	11.8
6.6	0.4	0.32	1.7
8	0.2	0.3	8.1
4.6	0.445	0	1.4
6.1	0.41	0.04	1.3
7.6	0.2	0.34	1.8
6.9	0.3	0.21	7.2
7	0.35	0.17	1.1
6.9	0.35	0.55	11.95
7	0.35	0.17	1.1
6.9	0.35	0.55	11.95
7.6	0.3	0.4	2.2
7.5	0.38	0.29	12.7
7.5	0.3	0.32	1.4
6.3	0.4	0.32	10.6
6.8	0.37	0.28	1.9
7.5	0.23	0.35	17.8
8.3	0.27	0.34	10.2
6.8	0.26	0.22	4.8
6.5	0.28	0.35	9.8
7.2	0.34	0.3	8.4
7	0.23	0.26	7.2
7.7	0.29	0.29	4.8
7.2	0.34	0.3	8.4
7.7	0.4	0.27	4.5
6.7	0.17	0.27	1.4
7	0.23	0.26	7.2
8.1	0.24	0.26	11
7.7	0.28	0.63	11.1
7.5	0.23	0.29	2.6
8.3	0.26	0.31	2
7.9	0.46	0.4	10.1
7.9	0.31	0.22	13.3
7.9	0.25	0.34	11.4
6.1	0.28	0.16	1.3
7	0.18	0.26	1.4
6.5	0.21	0.28	1.4
7.6	0.48	0.33	7
7.1	0.34	0.32	2
8.9	0.21	0.37	1.2
7.4	0.32	0.27	12.9
6	0.495	0.27	5
8.1	0.25	0.34	10.1
8.2	0.25	0.46	3.75
6.5	0.18	0.29	1.7
6.7	0.24	0.26	12.6
6.6	0.32	0.24	1.3
7.6	0.32	0.35	1.6
7.4	0.33	0.44	7.6
7.2	0.3	0.3	8.1
7.4	0.34	0.3	14.9
6.1	0.16	0.29	6
6.3	0.1	0.24	6
6.2	0.45	0.73	7.2
6	0.33	0.18	3
7.6	0.48	0.37	1.2
7.2	0.2	0.3	2
7	0.32	0.29	4.9
7.2	0.2	0.3	2
7	0.22	0.29	8.9
9.4	0.23	0.56	16.45
6.4	0.27	0.19	2
6.4	0.27	0.19	1.9
7	0.23	0.42	5.1
6.9	0.15	0.28	4.4
6.7	0.26	0.29	5.8
6.9	0.15	0.28	4.4
7.6	0.2	0.68	12.9
6.9	0.3	0.29	1.3
6.9	0.3	0.3	1.3
7.6	0.21	0.35	1.2
6.8	0.46	0.26	2.7
7	0.28	0.26	1.7
6.5	0.24	0.29	8.2
6.4	0.17	0.34	1.5
6.4	0.17	0.34	1.5
6.3	0.695	0.55	12.9
7	0.27	0.29	3.9
8.4	0.3	0.25	17.75
6.5	0.19	0.27	4.9
8	0.36	0.39	1.6
6.1	0.16	0.24	1.4
9.2	0.19	0.42	2
9.2	0.16	0.49	2
8	0.26	0.28	8.2
8.8	0.33	0.36	2.1
9.8	0.16	0.46	1.8
6.6	0.23	0.18	8.5
7.9	0.44	0.26	4.45
7.6	0.31	0.27	5.8
7.5	0.705	0.1	13
7.1	0.21	0.28	2.7
7	0.16	0.26	7.3
8	0.27	0.25	19.1
6.3	0.38	0.17	8.8
7.1	0.21	0.28	2.7
6.2	0.38	0.18	7.4
8.2	0.24	0.3	2.3
7	0.16	0.26	6.85
7.3	0.815	0.09	11.4
6.3	0.41	0.16	0.9
6.1	0.36	0.41	19.35
8.1	0.4	0.32	7.9
6.8	0.26	0.43	11.75
6.2	0.44	0.18	7.7
7.2	0.24	0.29	3
6.2	0.44	0.18	7.7
7.2	0.24	0.29	3
7.3	0.22	0.26	1.5
8.1	0.34	0.28	7.5
7.3	0.22	0.26	1.5
8.1	0.34	0.28	7.5
6.4	0.28	0.17	8.3
6.3	0.29	0.14	7.05
6.4	0.27	0.17	8.4
7.4	0.35	0.2	13.9
8.3	0.28	0.27	17.5
6.4	0.35	0.35	5.6
6.9	0.43	0.28	9.4
8	0.26	0.28	4.8
6.9	0.43	0.28	9.4
7.3	0.27	0.37	9.7
6.8	0.46	0.26	6.3
7.2	0.2	0.28	1.6
7.6	0.285	0.32	14.6
6.6	0.32	0.33	2.5
7.6	0.285	0.32	14.6
6.6	0.34	0.34	2.6
6.6	0.32	0.33	2.5
6.5	0.27	0.26	8.2
6.6	0.26	0.27	1.5
6.7	0.27	0.26	2.3
6.6	0.56	0.15	10
6.6	0.56	0.15	10
7.3	0.19	0.27	1.6
6.3	0.2	0.26	1.6
7.1	0.29	0.3	16
7.8	0.32	0.33	10.4
8.1	0.33	0.36	7.4
8.1	0.33	0.36	7.4
7.8	0.32	0.33	10.4
6.6	0.33	0.24	16.05
6.6	0.33	0.24	16.05
8.2	0.26	0.33	2.6
8.3	0.25	0.33	2.5
7	0.26	0.26	10.8
6	0.26	0.15	1.2
7.5	0.28	0.78	12.1
7.5	0.27	0.79	11.95
7	0.28	0.32	1.7
5.2	0.16	0.34	0.8
6.8	0.34	0.1	1.4
7.6	0.25	0.34	1.3
5.6	0.35	0.4	6.3
8.8	0.24	0.23	10.3
6	0.29	0.21	15.55
6.1	0.27	0.31	1.5
7.4	0.56	0.09	1.5
6.8	0.29	0.49	1.4
6.1	0.27	0.31	1.5
6.3	0.27	0.37	7.9
6.6	0.24	0.3	13
6.8	0.32	0.3	1
6.4	0.37	0.37	4.85
6.2	0.26	0.37	7.1
6.3	0.27	0.37	7.9
6.4	0.3	0.16	7.5
8	0.28	0.32	7.6
6.7	0.24	0.32	10.3
7.9	0.27	0.27	1.7
7.9	0.27	0.27	1.7
6.1	0.28	0.24	19.95
7.7	0.39	0.49	7.7
6	0.2	0.24	5.3
6.1	0.28	0.24	19.95
7.6	0.31	0.23	12.7
7.6	0.31	0.23	12.7
6.3	0.18	0.22	1.5
8.6	0.23	0.25	11.3
6.8	0.21	0.36	18.1
6.8	0.21	0.36	18.1
6.9	0.26	0.31	7
6.8	0.21	0.36	18.1
6.4	0.31	0.4	6.4
8.6	0.34	0.36	1.4
8.6	0.34	0.36	1.4
8.5	0.3	0.28	3.1
7.4	0.4	0.41	14.1
6.6	0.32	0.34	7.7
7.1	0.34	0.31	5.2
6.6	0.26	0.25	11.6
8	0.27	0.57	10.4
6.2	0.28	0.45	7.5
6.2	0.3	0.49	11.2
5.6	0.175	0.29	0.8
6.9	0.34	0.36	1.4
6.9	0.34	0.3	4.7
7.1	0.12	0.3	3.1
7.1	0.32	0.29	4
7.3	0.51	0.29	11.3
7.1	0.12	0.3	3.1
6.3	0.24	0.55	8.1
7.5	0.41	0.23	14.8
6.5	0.18	0.33	1.4
7.3	0.17	0.24	8.1
8.2	0.2	0.38	3.5
7.5	0.41	0.23	14.8
7.3	0.17	0.24	8.1
6.5	0.18	0.33	1.4
7.3	0.16	0.35	1.5
6.4	0.16	0.37	1.5
6.6	0.42	0.13	12.8
5.8	0.3	0.12	1.6
6.7	0.54	0.27	7.1
6.7	0.54	0.27	7.1
6.4	0.22	0.3	11.2
6.8	0.23	0.3	1.7
9	0.26	0.34	6.7
6.5	0.23	0.25	17.3
5.9	0.28	0.14	8.6
5.9	0.28	0.14	8.6
6.2	0.27	0.18	1.5
9	0.29	0.34	12.1
9	0.26	0.34	6.7
8.9	0.27	0.34	10.7
6.5	0.23	0.25	17.3
6.9	0.32	0.3	1.8
7.2	0.22	0.24	1.4
6.7	0.5	0.38	7.5
6.2	0.33	0.14	4.8
6.3	0.26	0.42	7.1
7.5	0.2	0.47	16.9
6.2	0.33	0.14	4.8
6.3	0.26	0.42	7.1
6.6	0.36	0.52	11.3
6.3	0.13	0.42	1.1
6.4	0.15	0.44	1.2
6.3	0.13	0.42	1.1
7.6	0.23	0.64	12.9
6.4	0.15	0.44	1.2
6.3	0.13	0.42	1.1
5.7	0.255	0.65	1.2
6.9	0.32	0.26	2.3
6.9	0.28	0.22	10
6.9	0.32	0.26	2.3
5.7	0.255	0.65	1.2
6.6	0.41	0.16	1.4
7.3	0.37	0.16	14.9
6.9	0.21	0.24	1.8
6.6	0.24	0.28	1.8
6.8	0.28	0.36	7
6.6	0.24	0.24	8.6
6.6	0.24	0.28	1.8
7	0.16	0.32	1.1
7	0.14	0.28	1.3
6.3	0.34	0.36	4.9
6.8	0.26	0.24	1.9
6.7	0.17	0.42	10.4
6.5	0.27	0.4	10
6.7	0.25	0.36	8.6
5.8	0.3	0.27	1.7
6.4	0.28	0.56	1.7
7.7	0.3	0.26	18.95
6.8	0.18	0.3	12.8
6.8	0.18	0.3	12.8
6.8	0.18	0.3	12.8
6.8	0.18	0.3	12.8
6.8	0.18	0.3	12.8
6.8	0.18	0.3	12.8
5.1	0.14	0.25	0.7
6.8	0.18	0.3	12.8
7.2	0.615	0.1	1.4
6.9	0.13	0.28	13.3
6.7	0.34	0.3	8.5
7.3	0.32	0.29	1.5
6.3	0.21	0.29	11.7
5.4	0.5	0.13	5
8.2	0.52	0.34	1.2
7.8	0.28	0.31	2.1
6.4	0.22	0.34	1.4
7.8	0.28	0.31	2.1
6.9	0.32	0.27	16
6.8	0.11	0.42	1.1
6.2	0.26	0.32	15.3
6.4	0.22	0.34	1.4
6.7	0.3	0.29	2.8
6.7	0.3	0.29	2.8
7.1	0.2	0.3	0.9
7.2	0.2	0.36	2.5
8.9	0.26	0.33	8.1
7.5	0.25	0.32	8.2
7.1	0.2	0.3	0.9
6.3	0.27	0.46	11.1
6.5	0.3	0.39	7.8
6.7	0.3	0.29	2.8
6.6	0.36	0.52	10.1
6.15	0.21	0.37	3.2
6.5	0.18	0.41	14.2
6.5	0.18	0.41	14.2
6.5	0.18	0.41	14.2
6.6	0.26	0.21	2.9
6.6	0.35	0.35	6
6.5	0.28	0.28	20.4
6.6	0.36	0.52	10.1
6.6	0.26	0.21	2.9
6.5	0.18	0.41	14.2
6.15	0.21	0.37	3.2
4.5	0.19	0.21	0.95
8	0.24	0.26	1.7
7.8	0.17	0.23	1.7
7	0.24	0.24	9
5.8	0.6	0	1.3
5.9	0.445	0.26	1.4
6.7	0.28	0.28	2.4
6.8	0.44	0.2	16
7.2	0.24	0.27	11.4
8.7	0.31	0.73	14.35
8.2	0.32	0.26	2.1
7.2	0.24	0.27	11.4
8.7	0.31	0.73	14.35
7.5	0.13	0.38	1.1
9.2	0.14	0.37	1.1
7.4	0.2	0.37	1.2
6.1	0.15	0.35	15.8
7.6	0.23	0.4	5.2
8.1	0.33	0.22	5.2
7.15	0.17	0.24	9.6
6.7	0.12	0.3	5.2
5.7	0.18	0.36	1.2
5.8	0.15	0.28	0.8
6.6	0.23	0.29	14.45
7.15	0.17	0.24	9.6
7	0.34	0.39	6.9
6.4	0.68	0.26	3.4
7.3	0.22	0.31	2.3
6.4	0.28	0.27	11
6.9	0.4	0.22	5.95
6.8	0.19	0.23	5.1
7.1	0.23	0.24	5.4
6.45	0.14	0.42	1.2
6.5	0.15	0.44	12.6
7.1	0.15	0.34	1
6.7	0.33	0.34	6.6
7.2	0.3	0.26	1.5
7	0.23	0.33	1
8	0.13	0.25	1.1
6.2	0.21	0.34	6.6
8.3	0.4	0.41	8.2
5.9	0.34	0.31	2
6.6	0.12	0.25	1.4
9.6	0.655	0.21	2
6.8	0.26	0.4	7.5
5.9	0.34	0.31	2
5.9	0.3	0.3	2
7	0.15	0.3	13.3
7.9	0.37	0.31	2.85
7.2	0.35	0.25	5.6
7.2	0.32	0.24	5.6
7.6	0.1	0.33	1
6.2	0.25	0.31	3.2
7.1	0.31	0.17	1
7.6	0.18	0.28	7.1
8	0.17	0.29	2.4
7.2	0.19	0.27	11.2
7.6	0.32	0.25	9.5
7.1	0.31	0.17	1
6.6	0.21	0.29	1.8
7	0.16	0.36	2.6
8	0.17	0.29	2.4
6.6	0.24	0.38	8
